" rt  deadvibes__  roses are red violets are blue i like alcohol more than i like you
",1
" justjaaymee hahahaha it was the alcohol talking  i forgive you
",1
" aspirationalbob your time to rise up sir ben  become queen fuelled by alcohol  optimism and terror
",0
" rt  sexcrazedgf  alcohol would be so clutch right now
",1
" rt  hosie_  alcohol u did me dirty http   t co mtn6mp1dfb
",1
" want to shed a couple pounds fast  replace all sodas  alcohol   amp  juices with water
",1
" rt  sincerelymen  mom says  alcohol is your enemy     jesus says  love your enemy
",1
" danielleachey i like it all   except i ll trade the alcohol for an iced coffee lol     have fun
",1
" seeing all this drama about parties  amp  alcohol  makes me happy my boyfriend nd i don t do that shit  that s too much haha
",1
" rt  variedadesvzla  el consumo de sal  alcohol y tabaco propicia la aparici n de bolsas en los ojos   al jate de ellos
",0
" rt  stillblazingtho  marijuana vs  alcohol http   t co lj7vwjbt
",0
" rt  jazzzzzmina  not to brag  but i don t even need alcohol to make really bad decisions
",0
" rt  chechogoleador  las ambulancias de altura no estan equipadas ami me paso lo mismo y no habia oxigeno desfibrilador alcohol nada q m sal
",0
" i just finished day 6 of drugs and alcohol bible reading plan at http   t co rc5xrpmjfn http   t co auwah5dzvj
",1
" rt  mongfernandez  alcohol is not the answer it just makes you forget the question
",0
" rt  allancresswell   i can hold my alcohol really well     a slow drinker
",1
" rt  idrinkifuck  when life hands you alcohol  get drunk
",0
" with the ursuline link girls  mariaa_abigail  amp  others   the sisters are buying us champagne without alcohol to celebrate the new born boy
",1
" rt  partyprobs  wen life hands you alcohol  get drunk
",0
" irepblakkk  i m on that good kush  amp  alcohol  my life erryday
",1
" gran is making us all have alcohol for her birthday and to wet the babies head  legend  royalbaby
",1
" rt  willgotthejuice  chris bosh neck soo long nigga drink alcohol today  amp  wont get drunk till tomorrow
",0
" can someone please give me some alcohol  lots of it  like  until i get alcohol poisoning  please
",1
" rt  followrapidito  el alcohol no soluciona los problemas     pero bueno  el agua tampoco
",0
" rt  hyperstations  i love how all i brought back from spain was a small collection of alcohol http   t co ue7btrj8mb
",0
" rt  sororityproblem  pippa s gonna be the cool  crazy aunt who sneaks him alcohol for the first time at a family dinner
",0
" foto  cigarettes and alcohol  http   t co jgntum9trz
",1
" rt  idrinkifuck  when life hands you alcohol  get drunk
",1
" rt  idrinkifuck  when life hands you alcohol  get drunk
",1
" rt  partyprobs  wen life hands you alcohol  get drunk
",1
" rt  nopoliceman   theworstfeeling running out of alcohol when you re trying to yolo
",1
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",0
" pluses of a social gathering at your house over the weekend  left over alcohol  unopened of course
",0
" rt  bakerruthie   alcohol is alright in it s place  but it s place is in hell
",0
" rt  cuddle_niall_  omg when marcel drank the alcohol http   t co 9ubmgpta2m
",0
" rt  deadtaciturn  threesome featuring you alcohol and my heart
",0
" gerobraga jajajajaja por eso tanto alcohol  jajajajajaja yo te banco igual
",0
" rt  twitsexologa  limita el alcohol antes del sexo  demasiado alcohol puede causar disfunci n er ctil en ellos y disminuci n del deseo sexu
",0
" only in italy can you buy candy to later find out that it has an alcohol filled center  surprise  candydrunk
",0
" rt  partyprobs  wen life hands you alcohol  get drunk
",2
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",2
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",2
" i m on that good kush and alcohol   future  tbt  smoke  park  purplekush http   t co nohqcautek
",2
" rt  deadtaciturn  threesome featuring you alcohol and my heart
",0
" rt  candelins  para los quimicos el alcohol si es una soluci n
",0
" sooooooo  we just had champagne for the birth of a baby i will never meet  any excuse for alcohol   does this make me an alcoholic
",0
" dodge109 hahaha came out singing cigarettes n alcohol        we re all good lad  how about youse
",0
" rt  imsodonebcharry  i laughed so hard when marcel tried the alcohol and he didnt like it hes the cutest thing ever http   t co dnlxjvreab
",2
" starting today i have one month where i can t have bread  flour  wheat  alcohol or sugar  whew  this will be hard but i can do it
",0
" rt  noirfancy  cocaine is from a plant  what tree does alcohol come from
",0
" this radical paid  feku hindu  sudixitca  amp  modi supporter doesn t know uae sells alcohol  amp  has no  sharia law   janamejayan  annebayefsky
",0
" dustinparkes i just assumed they were the no alcohol sections
",0
" lost1nplace it wasnt me it was just outside my house n the guy threw alcohol on my yard and i told the po po so now im going to the station
",0
" idrinkifuck  when life hands you alcohol  get drunk
",2
" any bets on how long it will take alcohol concern and ash to ask for booze  amp  fags to be added to the block list
",0
" some of the drugs people are experimenting with are less life threatening than the alcohol 90  of you are consuming  please educate yourself
",0
" rt  minimcbooom   br3ebonycocoa right and isnt alcohol flammable     nahimgood
",0
" rt  deadtaciturn  threesome featuring you alcohol and my heart
",2
" friends the list will soon close for wednesday s top alcohol brand client event so make sure you rsvp at the link i emailed you last week
",0
" im going to fuck you with alcohol     21andover
",0
" hablando de alcohol   ahora me tomaba yo un cervezote
",1
" rt  imlesliechow  in alcohol s defense  i ve done some pretty dumb sh t while completely sober too
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",1
" rt  partyprobs  wen life hands you alcohol  get drunk
",1
" omg when marcel drank the alcohol http   t co 9ubmgpta2m
",2
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",1
" rt  meganerivera   why did you drink so much    i didn t drink that much  my alcohol was poisoned    macyripley
",1
" drug tests alcohol on those who currently keep them  up   imho     alan quinnelly of atlanta  ga
",0
" who wants to drink alcohol tonight and where do you wanna drink it  open to anything
",1
" rt  imsodonebcharry  i laughed so hard when marcel tried the alcohol and he didnt like it hes the cutest thing ever http   t co dnlxjvreab
",1
" putting alcohol on hold for awhile
",1
" this dude at court is drunk hahaha everyone can smell the alcohol i hope he has a cool story
",0
" rt  suckmeslowly_x3  i have three full bottles of alcohol  no work in the morning  and nothing to do
",2
" selene_soledad ah ya  s  pero solo para fiestas  es que como no bebo alcohol  el agua mineral es mi  nica salida  pero no la bebo a diario
",0
" just made my first alcohol purchase
",1
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" rt  sororityproblem  pippa s gonna be the cool  crazy aunt who sneaks him alcohol for the first time at a family dinner
",0
" teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank alcohol  false
",2
" rt  willgotthejuice  chris bosh neck soo long nigga drink alcohol today  amp  wont get drunk till tomorrow
",0
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",2
" rt  partyprobs  wen life hands you alcohol  get drunk
",2
" cuando el alcohol no llena ese vaci
",0
" rt  kdf95  really need to take that alcohol class
",0
" rt  stoesselpanama  que te guste violetta     es demasiado  raro  en mi escuela al parecer  y al parecer probar alcohol y drogarse es lo ma
",2
" labudie4 i always thought if the  quad crumbled  tygrobe  apollonathan  moose_2311  massive_hands sunshine alcohol and i would be why
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" que el alcohol tambi n engorda    deja de arruinarme la vida  por favor
",0
" rt  noirfancy  cocaine is from a plant  what tree does alcohol come from
",0
" so bad how my best mate is not aloud to drink alcohol anymore  soloseshing
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" rt  datossexuales  limita el alcohol antes del sexo  demasiado alcohol puede causar disfunci n er ctil en ellos y disminuci n del deseo sex
",0
" rt  partyprobs  wen life hands you alcohol  get drunk
",2
" zaidmartinez es una convinacion de alcohol agua arena sudor comida lodo locion y asi
",0
" rt  relatablequote  alcohol should be served in capri sun pouches   when you can no longer get the straw in the hole you ve had enough
",0
" sabes que pelear  por mi esquina y que esta noche te llamare dsp de que mi sangre se est  ahogando en alcohol no solo quiero abrazarte
",0
" rt  largojavariega  si en los anuncios de cerveza sin alcohol  salen amigos haciendo el rid culo o ardillas que hablan  beber no puede ser
",0
" looking for food amp  there is none so jimmy says  fuck it  we will just get smashed  there s enough alcohol     i m ok with that
",1
" cocaine is from a plant  what tree does alcohol come from
",0
" rt  noirfancy  if you drink alcohol tho  you can t knock cocaine
",0
" i ve had a headache for 3 days now  plus i ve been throwing up i hope i don t have alcohol poisoning
",1
" recharged and ready for a night of alcohol and parting  decent
",1
" kezmandtutu  no alcohol at a wedding is criminal    as in    why is there non
",0
" rt  drunkstefan  i want to throw a party with fake alcohol and see how many morons act wasted
",0
" beer  girls  party  drunk  alcohol  instadaily  instagood  instagram  iphone  iphone5  iphonesia  http   t co odwntrgtla
",1
" rt  eleazargarcia_  te invito a reducir  tu velocidad al conducir en  pachuca_   deja celular al manejar y no manejes e ingieras alcohol ht
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" rt  giinoo_marquez  i wish palm had costcos alcohol prices
",0
" rt  ginger_kaey  jesus turn the blood that runs in my veins into alcohol and numb me from pain
",1
" if u like alcohol  amp  music come to barefoot  7
",1
" no breads  no dairy  no pasta  no alcohol    oo
",0
" rt  noirfancy  if you drink alcohol tho  you can t knock cocaine
",0
" rt  wordstigram  girl with a bottle of her parents alcohol that she has no chance of finishing  caption  turnt tf up
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" rt  eleazargarcia_  te invito a reducir  tu velocidad al conducir en  pachuca_   deja celular al manejar y no manejes e ingieras alcohol ht
",0
" rt  1distakingover  the twelve year old kids will dissapear  because marcel was drinking alcohol and their moms don t want a bad influence
",0
" por que no supimos como actuar sin alcohol en la sangre  siento que nos hemos convertido en extra os
",0
" rt  sororityproblem  pippa s gonna be the cool  crazy aunt who sneaks him alcohol for the first time at a family dinner
",0
" fact  brits will consume 95 million dollars of alcohol during the next 24 hours while celebrating the birth of the new prince   london
",0
" kezmandtutu  no alcohol at a wedding is criminal      why
",0
" si me dais alcohol  os hago padres  okno  darme alcohol
",0
" lo mas nuevo de la edicion de culiacan dale play    no le heches la culpa al alcohol video oficial    http   t co classr8bzk
",0
" also  if the  royalbaby was  punjabi we d call him  royalkaka and call for alcohol immediately    sachi
",0
" i m definitely going to need a drink to get me through this alcohol edu thing     yallfeelme  ttu17
",1
" rt  unamadretonta    mam   ya me voy  llevo alcohol  cigarros  marihuana y una pistola     y el su ter     no    entonces no sales
",0
" corey se murio por abuso de droga y alcohol   no es sorpresa la verdad  como se sentira su  prometida
",0
" manololc96    felicidades  t oooooooo    p satelo bien y ojico con el alcohol xdd un besazo
",0
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",0
" britain is going to spend an extra  95 million on alcohol to celebrate the royal baby s birth
",0
" rt  tylertextor  alas all the alcohol drinkin this weekend  our group came out of faster horses with a stomach pumped  a scratched cornea a
",0
" rt  twitsexologa  limita el alcohol antes del sexo  demasiado alcohol puede causar disfunci n er ctil en ellos y disminuci n del deseo sexu
",0
" an expected 95 million dollar increase in alcohol sales now that a baby has been born in london
",0
" rt  sororityproblem  pippa s gonna be the cool  crazy aunt who sneaks him alcohol for the first time at a family dinner
",0
" rt  chaotiicminds  alcohol  lt  lt  lt
",0
" i don t do anything but drink alcohol nd occasionally hit the blunt   dnt ask me to do molly x coke none of that shit
",0
" la ultima vez que abri el alcohol que habia en casa me terminaron tomando todos los licores el wisqui todo y yo termine re loco jaja
",0
" emily brantly   she s got some issues  she used me for alcohol and then she never talked to me again http   t co ylaykrug3b
",0
" rt  imsodonebcharry  i laughed so hard when marcel tried the alcohol and he didnt like it hes the cutest thing ever http   t co dnlxjvreab
",0
" no se que me va peor para la garganta si el alcohol o la cafe na que hoy entre redbull y cocacola flipaaas
",0
" rt  imlesliechow  in alcohol s defense  i ve done some pretty dumb sh t while completely sober too
",0
" carl_thompson70  aspspooner whoops     its amazing what a life threatening amount of alcohol can do with a persons behaviour
",0
" rt  getriealistic  so now i m in the cut alcohol in the wound my hearts an open sore that i hope heals soon
",0
" local quickie mart provides all the addictions  gambling  nicotine  alcohol  porn  amp  munchies  one stop shopping
",0
" rt  ayee_lil_z    willgotthejuice  chris bosh neck soo long nigga drink alcohol today  amp  wont get drunk till tomorrow  lmaooooo
",0
" rt  willgotthejuice  chris bosh neck soo long nigga drink alcohol today  amp  wont get drunk till tomorrow
",0
" rt  fil0s0fia  no necesito drogas o alcohol  solo necesito m sica
",0
" gavla25 no attitude      policy is in line with many other games regarding bringing alcohol in  the in ground beer shouldn t be flat
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",0
" im not having alcohol anywhere near my home again  it just gets messy in here when there is
",0
" me and   _jackjohnson_  getting pissed tonight because he has way to much alcohol in his house
",1
" the amount of alcohol that i m going to make  rymsza22 consume when she comes back from florida is not okay
",1
" rt  merca20   hay algo m s adictivo que el alcohol y el cigarro  s   las redes sociales  http   t co y4to5toeyv
",0
" an extra  95m in alcohol sales just because of the  royalbaby  i don t know why they needed a baby as excuse to drink so much more
",0
" rt  unamadretonta    mam   ya me voy  llevo alcohol  cigarros  marihuana y una pistola     y el su ter     no    entonces no sales
",0
" jordanballor actually  i think their reason    not referencing god in an alcohol commercial makes sense   dmataconis
",0
" parents always assume drugs and alcohol are the problem when most of the time its them
",0
" no entiendo  porque la soluci n de algunos de sus problemas es el alcohol e_e
",0
" rt  niaiisunshines  when marcel drank the alcohol i died http   t co prjzczvtti
",1
" lol just stood in an isle fupl of alcohol with my mother cause she asked which bottles are good
",0
" hahahahahahaha rt  sororityproblem  pippa s gonna be the cool  crazy aunt who sneaks him alcohol for the first time at a family dinner
",0
" not quite the divine right of kings  the royal birth saves the monarchy by contributing to the english economy through huge alcohol sales
",0
" _zoemarsh does this mean you ve had alcohol   piss head  haha  i d phone you anyway and just fetch you if i needed you    xx
",0
" 95 million on alcohol    welldamnlondon
",0
" rt  iweedtweets  alcohol kills  weed chills
",0
" rt  facthive  there is more alcohol in mouthwash than in wine
",0
" dato curioso  india  china  brasil  m xico y jap n consumen al a o 2  31  57  63 y 74 litros de alcohol  eae business school
",0
" i m trying to have fun without consuming alcohol  so all of you mother fuckers help me out and go bowling with me
",1
" rt  johnoo_96  kids thinking they re so cool having alcohol on a school night
",0
" how many more alcohol drug offenses until  party like a rock star  is replaced with  party like a denver bronco    rockymountainhigh
",0
" rt  reinapheng  when life hands you alcohol  get drunk  enough said
",2
" the twelve year old kids will dissapear  because marcel was drinking alcohol and their moms don t want a bad influence
",0
" great britain will consume an additional 95 million ounces of alcohol because of the royal baby     britaingoeshard
",0
" normal teenagers when parents are away  party  alcohol  sex  me when parents are away  i can sing out loud and eat everything
",0
" starburnedm  sigmabrony  chrisfl115 you are a complete ass john  and that s not the alcohol talking
",0
" if she performs this at v there s an 87  chance i ll cry  depending on alcohol intake http   t co xjo2ihkrva
",0
" rt  unamadretonta    mam   ya me voy  llevo alcohol  cigarros  marihuana y una pistola     y el su ter     no    entonces no sales
",0
" rt  willgotthejuice  chris bosh neck soo long nigga drink alcohol today  amp  wont get drunk till tomorrow
",0
" teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoke or drink   fact
",0
" flashback 5 tahun yang lalu ketika semua berasa unyu unyu   belum kenal duit  belum kenal make up  bule  alcohol  dkk
",0
" rt  staffspolice  don t let the  sun  and alcohol  go to your head   stay safe and enjoy the sun http   t co xf0i7i4hzt
",1
" t   bebiendo pi a colada sin alcohol  yo  bebiendo la sangre de una virgen    ay lo amo  chau
",0
" rt  paolacrb_   yefannyfap  _valeriacrp  marijoose chama dejese de eso solo piensa en alcohol nononono   smirnoff
",0
" rt  cuddle_niall_  omg when marcel drank the alcohol http   t co 9ubmgpta2m
",0
" rt  untoidsecrets  teenagers who smoke  drink alcohol  and eat junk food are 4 to 6 times less happy than those who never smoked or drank a
",0
" rt  sororityproblem  pippa s gonna be the cool  crazy aunt who sneaks him alcohol for the first time at a family dinner
",0
" olvida las penas bebiendo alcohol  curando la herida  calmando el dolor  secando el llanto de aquel mal amor  lt 3
",0
" rt  noirfancy  cocaine is from a plant  what tree does alcohol come from
",0
" rt  partyprobs  wen life hands you alcohol  get drunk
",2
" rt  unamadretonta    mam   ya me voy  llevo alcohol  cigarros  marihuana y una pistola     y el su ter     no    entonces no sales
",0
" rt  officialfacts1d  marcel tomando alcohol jajajajajajajajajajajaa  of1d   http   t co voepyojqyo
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" rt  alebfitness   pierdegrasa eliminando reduciendo bastante el consumo de alcohol  cada gr de alcohol tiene 7kcal
",0
" maggiefurlong  lauinla i had my share of alcohol at sdcc but i am happy to drink more corporate booze in la  it s what i excel at
",0
" asieslaferci  una noche de alcohol y de besos sin control  eso es lo que necesito para olvidar su amor  una noche de felicidad
",0
" rt  idrinkifuck  when life hands you alcohol  get drunk
",2
" rt  mahoneykayla  warning  drinking alcohol before pregnancy can cause pregnancy
",1
" all i know is there s a lot of drugs  alcohol  and tits
",0
" so  it s a boy  i m sure you all know all ready  alcohol purchases are going thought the roof  xd  welcome to the world  royalbaby
",0
" i keep hearing about this royal baby  all day long i thought they were talking about that one brand of alcohol    whocaresabouttheroyalbaby
",0
" rt  unamadretonta    mam   ya me voy  llevo alcohol  cigarros  marihuana y una pistola     y el su ter     no    entonces no sales
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" it should be illegal for you to have any alcohol in your system  soannoying  purestupidity
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" rt  idrinkifuck  alcohol  gt  people
",0
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
",0
" cr anme que lo mejor est  en los grupos de beliebers chilenas  all  s lo es drogras  sexo y alcohol asdfghjkl
",0
" rt  sabsmontanez  alcohol  por que ninguna noche buena empez  bebiendo agua
",0
" so people go to rehab for alcohol  pills  and heroin this muthafcka going for weed    dieeee
",0
" afaltadeamor sexo casual alcohol drogas y mucho rock n roll
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" olvida las penas bebiendo alcohol  curando la herida  calmando el dolor  sacando el llanto de aquel mal amor
",0
" rt  joeamazing_  why does your head get larger when you drink  its like that shit sucks up the damn alcohol      i don t drink  http   t co
",0
" rt  wowfactsoflife  alcohol triggers the region of the brain associated with honesty
",0
" rt  silly_savys  i keep putting off my alcohol education course by going out and drinking more
",0
" rt  josedicee_  todo era sexo  alcohol y fiesta hasta que son  el despertador
",0
" rt  idrinkifuck  alcohol  gt  people
",0
" solo quiero una buena party y alcohol que jode
",0
" con cuantos te has ido     y se pasa la noche entera buscando sexo alcohol y un poquito deso     http   t co ztcijj2qwu
",0
" wtf do you mean  you smoke weed  drink alcohol and smoke cigarettes
",2
" rt  1dreport   1dmemories the first time the boys were on alan carr and only louis and zayn could have alcohol  a
",0
" cancionesparareventarparlantes ahogado en alcohol  flema
",0
" this alcohol got me feeln some type of way
",0
" 2 broncos execs suspended for dui arrests   heckert s blood alcohol content was measured at 0 162 percent upon his    http   t co jjpkyucbmi
",0
" there s such a thing as arnold palmer with alcohol  there is a god
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" skylers list  car maya alcohol bitches
",0
" rt  xxbarbiexo  fake drunks are hilarious  there s about 2 drops of alcohol in that cup  why are you falling over  someone needs to point y
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" a falta de amor amigos farra y alcohol es  no hamburguesa papas fritas y mc flurry  locom_13
",0
" 5 years ago  drugs are bad  alcohol is bad  sex is bad  now  i probably wouldn t do meth
",0
" mejor me ahogo en alcohol y no en tus mentiras
",0
" solo cerveza sin alcohol y agua  ambas me parecen in tiles  y encima no quitan el hambre
",0
" andresloopez_   cigarro   alcohol   vicio  pues no lo hago a diario  tus besos  todos los d as quiero m s
",0
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
",0
" el alcohol no soluciona los problemas  pero bueno  el agua tampoco
",0
" drank a substantial amount of alcohol  not even tipsy  had antibiotics and not even sleepy  my life
",1
" how are you gonna look down on someone for using drugs when you drink  alcohol is a drug too  dumbass
",
" hay un mina del bondi con un olor a alcohol     asco
",
" rt  miriam_gdm  vaya juventud    que prefieren el alcohol a la amistad    con 15 a os  encantadadenosercomoellos
",
" rt  rumboxdr  sabes qu  pasa cada vez que llamas al 829 255 2211     tu alcohol llega en solo 20 minutos    linea activa   llama ya
",
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
",
" liquor is the only shit that counts as alcohol n only real liquor  not bullshit mike hards  shit beer thats jus water juice
",
" peanutbaby that s because weed isn t going to help you  and doctors have said alcohol is worse for your health  wrong argument to bring up
",
" se pasa la noche buscando sexo  alcohol y un poquito de eso y que la lleve hasta las nueves  la adrenalina le sube  8
",
" new clothes or alcohol      uhm
",
" rt  _partythoughts_  i don t abuse alcohol  alcohol abuses me
",
" rt  idrinkifuck  alcohol  gt  people
",
" rt  andresloopez_   cigarro   alcohol   vicio  pues no lo hago a diario  tus besos  todos los d as quiero m s
"
" rt  douchekevin  i got told i was handsome and charming today  and this is why i support drug and alcohol abuse
"
" rt  idrinkifuck  alcohol  gt  people
"
" idrinkifuck  alcohol  gt  people
"
" beber alcohol no es malo  peor es el agua que si no la bebes te mata
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" rt  c4rpio   unafotoconmigo pens  era puro sexo y alcohol    jajajajajajaj
"
" rt  _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" replaced my tea with alcohol    not a smart move but celebrating my mothers birthday  this is how northers celebrate ha
"
" rt  andresloopez_   cigarro   alcohol   vicio  pues no lo hago a diario  tus besos  todos los d as quiero m s
"
" idrinkifuck  alcohol turns strangers into best friends   frankklee21  mars_bars9  samhof_ even if they speak a different language    lolol
"
" 5minutosdedesahogo  me diooooooooo seeeeeeed de buen alcohol ahoraaaa yaaaaaa jajajajajaajajajajajajaja
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" rt  warnerrobins  officials  no coolers  pets  tobacco  alcohol at little league southeastern region tournaments  warner robins     http
"
" rt  1dreport   1dmemories the first time the boys were on alan carr and only louis and zayn could have alcohol  a
"
" campinggast deelt zijn leven met ons  veel geweld  alcohol  amp middelenmisbruik  vorig jaar uitvoerig mee gesproken  bijbel gelezen en gebeden
"
" rt  djharpg93  alcohol is fun and delicious
"
" rt  idrinkifuck  alcohol  gt  people
"
" yo bebo alcohol para curar mis heridas internas  el kaki
"
" codyzal lol honestly its sad my friends dad even said the 70 s were better  alcohol drugs and sex
"
" _undatocurioso  el cuerpo demora aproximadamente 15 horas para eliminar el alcohol ingerido    abiiervs  eleperlera1  rafael2leiva
"
" rt  cerveceroenbici    camilocimf   muy bien una de vez en cuando  lo que es yo cero alcohol  cada uno con su tema y se respeta eso
"
" honestly seeing pictures of alcohol makes me gip  i cant drink no more that s the truth haha
"
" should parents consume alcohol around children  http   t co om7clgayvy via  upliftingfam
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" weed is an addiction just like alcohol and cigarettes   justsayno
"
" rt  chinisoto   peraccamartinez y capaz con la cantidad de alcohol en sangre que ten as  todo es posible
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" israngs hoy k bebemos   alcohol  benidorm http   t co nfts3o3xri
"
" rt  hacknspray  do people who schedule 9pm conference calls even know what alcohol is
"
" por k el alcohol ase cosa de verdad k si
"
" rt  carlysrae   selena gomez drinks alcohol before 21   woah so glad to see her livin life     justin drinks   this kid is out of control h
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" rt  idrinkifuck  alcohol  gt  people
"
" me dijo se hace tarde ya no se ve el sol  y qe le hiciera un favor de llevarla a su casa y conseguir alcohol  para conocernos mejor
"
" rt  ohwonka  in alcohol s defense  i ve done some pretty dumb shit while completely sober too
"
" rt  eliascarp8  no llego a sacar dibujo ma ana mi vieja me saca las salidas  el alcohol  el paco  me corta la planta que tengo atr s  todo
"
